Date,Length,Name,Text
2015-01-19,1,Tibor Navracsics,"Meeting with Mr. Alfredo Pérez de Armiñán, UNESCO Assistant Director-General for Culture"
2015-01-19,1,Frans Timmermans,"Meeting with Ms Zita Gurmai, President of PES Women"
2015-01-19,1,Marianne Thyssen,"Meeting with Ms Zita Gurmai, President of the PES Women"
2015-01-19,1,Cecilia Malmström,"Meeting with Philippe COUILLARD, Prime Minister of Québec"
2015-01-19,1,Cecilia Malmström,Meeting with the European Round Table of Industrialists
2015-01-19,1,Andrus Ansip,"Meets David Drummond, Google's senior VP for corporate development and chief legal officer; Marco Pancini, Public Policy Senior Counsel for Google"
2015-01-19,1,Andrus Ansip,"Meets Neelie Kroes, former vice-president of the European Commission and former Commissioner for the Digital Agenda"
2015-01-19,1,Neven Mimica,"Mission to New-York, USA - Post-2015 negotiations"
2015-01-19,1,Johannes Hahn,Mr Johannes Hahn meets the Minister of Foreign Affairs of Romania Mr Bogdan Aurescu
2015-01-19,1,Johannes Hahn,Mr Johannes Hahn participates in the Foreign Affairs Council
2015-01-19,1,Marianne Thyssen,Presence at the New Year's reception of  European Commission Representation in Belgium / Information Office of the European Parliament in Belgium
2015-01-19,1,Jonathan Hill,"Receives John LONGWORTH, Director General, British Chambers of Commerce"
2015-01-19,1,Jonathan Hill,"Receives Michel PRADA, Chairman of the International Financial Reporting Standards Foundation Trustees"
2015-01-19,1,Federica Mogherini,"Receives Mr Edward Nalbandian, Armenian Minister of Foreign Affairs, Brussels"
2015-01-19,1,Federica Mogherini,"Receives Mr Fumio Kishida, Japanese Minister of Foreign Affairs, Brussels"
2015-01-19,1,Federica Mogherini,"Receives Mr Nabil Elaraby, Secretary-General of the Arab League"
2015-01-19,1,Kristalina Georgieva,"Receives Mr. Jean Asselborn, Foreign Affairs Minister of Luxembourg"
2015-01-19,1,Margrethe Vestager,"Receiving Mr Dario Franceschini, Italian Minister for Culture and Tourism"
2015-01-19,1,Marianne Thyssen,Speech for Notre Europe / Jacques Delors Foundation
2015-01-19,1,Corina Creţu,The Commissioner will speak at the European Commission's Conference on Financial instruments
2015-01-20,1,Johannes Hahn,"10:10 - Mr Johannes Hahn meets the Minister of Foreign Affairs and Trade of Hungary, Mr Péter Szijjártó"
2015-01-20,1,Johannes Hahn,"16:00 - Mr Johannes Hahn meets the Minister of Foreign Affairs of Cyprus, Mr Ioannis Kasoulides"
2015-01-20,1,Johannes Hahn,17:30 Mr Johannes Hahn meets the Minister of Foreign Affairs of the Republic of Armenia Mr Edward Nalbandian
2015-01-20,1,Andrus Ansip,Attends the New Year reception of the King of Belgium
2015-01-20,1,Kristalina Georgieva,Attends the New Year’s Reception at the Royal Palace of the Kingdom of Belgium
2015-01-20,1,Jean-Claude Juncker,attends the New Year’s Reception at the Royal Palace of the Kingdom of Belgium
2015-01-20,1,Carlos Moedas,Commissioner Moedas attends the New Year reception at the Belgian Royal Palace
2015-01-20,1,Carlos Moedas,Commissioner Moedas attends the New Year reception of the European Commission
2015-01-20,1,Carlos Moedas,"Commissioner Moedas receives Mr Heikki Kalervo Väänänen, Chairman of UNIFI Finland"
2015-01-20,1,Carlos Moedas,"Commissioner Moedas receives Ms Ana Paula Zacarias, Head of Delegation of the European Union to Brazil"
2015-01-20,1,Günther Oettinger,Deutscher Medienkongress
2015-01-20,1,Günther Oettinger,Deutscher Medienkongress
2015-01-20,1,Günther Oettinger,Digital-Design-Live Conference Munich
2015-01-20,1,Tibor Navracsics,Exchange of views between the CULT Committee
2015-01-20,1,Frans Timmermans,Exchange of views with the European Parliament's Committee for Constitutional Affairs (AFCO)
2015-01-20,1,Andrus Ansip,Gives speech at European Internet Foundation; participates in debate
2015-01-20,1,Jean-Claude Juncker,hosts the European Commission New Year's reception
2015-01-20,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr Péter Szijjártó, Minister of Foreign Affairs and Trade of Hungary; Brussels."
2015-01-20,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Bernard Bigot, upcoming Director-general of the international organisation in charge of ITER, the International Thermonuclear Experimental Reactor project; Brussels."
2015-01-20,1,Maroš Šefčovič,Maroš Šefčovič receives representatives of the Institutional Investors Group on Climate Change (IIGCC); Brussels.
2015-01-20,1,Violeta Bulc,"Meeting Anrijs Matīss, Latvian Minister of Transport"
2015-01-20,1,Violeta Bulc,"Meeting Carsten Spohr, Chairman of the Executive Board and CEO of Deutsche Lufthansa AG"
2015-01-20,1,Violeta Bulc,"Meeting Henri Malosse, President of the European Economic and Social Committee (EESC)"
2015-01-20,1,Christos Stylianides,"Meeting with Mr Nicolas Borsinger, President of VOICE"
2015-01-20,1,Frans Timmermans,Meeting with Mr Tony Blair
2015-01-20,1,Vytenis Andriukaitis,Meeting with the US Ambassador to EU Anthony Gardner
2015-01-20,1,Miguel Arias Cañete,"Meets Mr Bernard Bigot, nominated Director General of the International Thermonuclear Experimental Reactor"
2015-01-20,1,Andrus Ansip,"Meets Vince Cable, UK Secretary of State for Business, Innovation and Skills"
2015-01-20,1,Kristalina Georgieva,"Meets with Mr. Jan Jambon, Belgian Deputy Prime Minister and Minister of the Interior"
2015-01-20,1,Miguel Arias Cañete,Meets with Mr. Vidar Helgesen (Minister of EEA and EU Affairs) and Ms. Tine Sundtoft (Minister for Climate and Environment)
2015-01-20,1,Cecilia Malmström,"Mission to VIENNA (Austria): Meeting with Members of the Austrian Parliament; Meeting with Mr Reinhold Mitterlehner, Vice-Chancellor and Minister for Science, Research and Economy; Public debate with social partners and civil society"
2015-01-20,1,Johannes Hahn,Mr Johannes Hahn participates in the EU-Armenia Cooperation Council
2015-01-20,1,Frans Timmermans,New Year's Reception of the King and Queen of Belgium
2015-01-20,1,Federica Mogherini,"Participates in the event ""The Transatlantic Bond in an Age of Complexity"", organised by the Center on the United States and Europe (CUSE) at Brookings and the German Marshall Fund of the United States (GMF), Washington, USA"
2015-01-20,1,Christos Stylianides,Participation to the New Year reception offered by HRH King and Queen of Belgium
2015-01-20,1,Marianne Thyssen,Presence at the New Year's reception of the European Commission
2015-01-20,1,Marianne Thyssen,Presence at the New Year's reception on the Belgian Royal Palace
2015-01-20,1,Margrethe Vestager,"President Jean-Claude Juncker, Mr Frans Timmermans, Ms Marianne Thyssen, Ms Kristalina Georgieva, Mr Andrus Ansip, Mr Karmenu Vella, Mr Vytenis Andriukaitis and Ms Margrethe Vestager attend the New Year's reception at the Belgian Royal Palace"
2015-01-20,1,Jonathan Hill,"Receives David SOANES, Group Managing Director, UBS"
2015-01-20,1,Jean-Claude Juncker,receives Tony Blair
2015-01-20,1,Margrethe Vestager,"Receiving Mr Vince Cable, UK Minister for Business, Innovation and Skills."
2015-01-20,1,Tibor Navracsics,Second Meeting of the Energy Union Project Team
2015-01-20,1,Corina Creţu,The Commissioner will give awards for 20 years in the Commission's services in the Directorate-General for Regional and Urban Policy
2015-01-21,1,Vytenis Andriukaitis,College meeting
2015-01-21,1,Carlos Moedas,Commissioner Moedas attends the European Commission College meeting
2015-01-21,1,Carlos Moedas,"Commissioner Moedas receives Mr Simon Hamilton, Minister of Finance of Northern Ireland"
2015-01-21,1,Violeta Bulc,"Deliver keynote address at the European Railway Award ceremony, Brussels"
2015-01-21,1,Jonathan Hill,Delivers a keynote speech at the UK Automotive Industry Reception (Brussels)
2015-01-21,1,Marianne Thyssen,European Commission college meeting
2015-01-21,1,Violeta Bulc,"Meeting Joseph Garcia, Deputy Chief Minister of Gibraltar"
2015-01-21,1,Jean-Claude Juncker,Meeting of the College of Commissioners
2015-01-21,1,Kristalina Georgieva,Meeting of the College of Commissioners
2015-01-21,1,Günther Oettinger,Meeting with EU Telecommunication Ministers/Representatives  on Telecom package
2015-01-21,1,Christos Stylianides,Meeting with representatives of the German Federal Agency for Technical Relief (THW)
2015-01-21,1,Frans Timmermans,"Meeting with the Committee for Civil Liberties, Justice and Home Affairs (LIBE) of the European Parliament"
2015-01-21,1,Federica Mogherini,"Meets Mr John Kerry, United States Secretary of State, Washington"
2015-01-21,1,Federica Mogherini,"Meets Mr Michael Froman, United States Trade Representative, Washington"
2015-01-21,1,Federica Mogherini,"Meets Susan Rice, United States National Security Advisor, Washington"
2015-01-21,1,Miguel Arias Cañete,"Meets with Marcin Korolec, Secretary of State, Government Plenipotentiary for Climate Policy at the Ministry of the Environment"
2015-01-21,1,Frans Timmermans,Memorial Ceremony for the victims of the Paris attack (European Jewish Association)
2015-01-21,1,Johannes Hahn,Mr Johannes Hahn participates in the College meeting of the European Commission
2015-01-21,1,Christos Stylianides,Participation at the meeting of the College of Commissioners
2015-01-21,1,Marianne Thyssen,Presence at the New Year's reception of the Belgian Permanent Representation to the European Union
2015-01-21,1,Jonathan Hill,"Receives Hikmet ERSEK, President and CEO of the Western Union Company"
2015-01-21,1,Jonathan Hill,"Receives Nemat (Minouche) SHAFIK, Deputy Governor of the Bank of England"
2015-01-21,1,Jean-Claude Juncker,"receives Norwegian Prime Minister, Ms Erna Solberg"
2015-01-21,1,Jonathan Hill,"Receives Sir Nigel SHEINWALD GCMG, former UK Permanent Representative to the EU"
2015-01-21,1,Tibor Navracsics,"Reception ""20 years of European Civil Service"""
2015-01-21,1,Corina Creţu,The Commissioner participates to the college meeting in Brussels
2015-01-21,1,Corina Creţu,"The Commissioner receives Gibraltar's Deputy Chief Minister, the Honorable Joseph Garcia and MEP Sir Graham Watson"
2015-01-21,1,Corina Creţu,The Commissioner receives the CEOs members of the Union des Industries Ferroviaires Européennes (UNIFE - the Association of the European Rail Industry)
2015-01-22,1,Johannes Hahn,"14:30 - Mr Johannes Hahn receives the President of the Anna Lindh Foundation, Mrs Elisabeth Guigou"
2015-01-22,1,Johannes Hahn,17.00 - Mr Johannes Hahn receives Parliamentary Secretary for the EU Presidency 2017 and EU Funds of Malta Dr Ian Borg
2015-01-22,1,Federica Mogherini,"Attends the Counter-ISIL Coalition Small Group Meeting, London"
2015-01-22,1,Carlos Moedas,"Commissioner Moedas delivers a speech on the new European research agenda in Bruegel, Brussels"
2015-01-22,3,Carlos Moedas,Commissioner Moedas is in Davos
2015-01-22,1,Carlos Moedas,"Commissioner Moedas receives Bill Gates, founder and chair of the Bill and Miranda Gates Foundation"
2015-01-22,1,Corina Creţu,Corina Creţu travels to Slovenia to launch the Partnership Agreement
2015-01-22,1,Kristalina Georgieva,Hearing at the European Parliament's Committee on Budgetary Control (CONT) on the European Commission Budget Discharge 2013
2015-01-22,1,Maroš Šefčovič,"Maroš Šefčovič participates at the World Economic Forum in Davos, Switzerland."
2015-01-22,1,Neven Mimica,Meeting with Bill Gates
2015-01-22,1,Violeta Bulc,"Meeting with Fang Liu, Director, International Civil Aviation Organization"
2015-01-22,1,Violeta Bulc,"Meeting with José Viegas, Secretary-General of the International Transport Forum"
2015-01-22,1,Neven Mimica,Meeting with ONE
2015-01-22,1,Cecilia Malmström,Meeting with Swedish Ambassadors to EU countries in Stockholm
2015-01-22,1,Violeta Bulc,"Meeting with Travis Kalanick, CEO of Uber"
2015-01-22,1,Andrus Ansip,"Meets Travis Kalanick, CEO of Uber; David Plouffe, Uber's senior vice-president for policy and strategy; Mark MacGann, Uber's head of public policy for Europe, Middle East and Africa"
2015-01-22,1,Cecilia Malmström,"Participation in ""Regiondag EU 28"" in Stockholm"
2015-01-22,1,Jean-Claude Juncker,receives Bill Gates
2015-01-22,1,Jean-Claude Juncker,"receives Finnish President, Mr Sauli Niinistö"
2015-01-22,1,Jonathan Hill,"Receives Jean LEMIERRE, Chairman of BNP Paribas"
2015-01-22,1,Kristalina Georgieva,Receives Representatives of the German Federal Agency for Technical Relief
2015-01-22,1,Vytenis Andriukaitis,Visit to Ireland
2015-01-22,1,Günther Oettinger,World Economic Forum Davos
2015-01-22,1,Frans Timmermans,World Economic Forum in Davos
2015-01-23,1,Christos Stylianides,Addressing ECHO's Info and Networking Day for EU Aid Volunteers
2015-01-23,1,Kristalina Georgieva,Meeting with Members of the UK House of Commons – Public Accounts Committee (PAC).
2015-01-23,1,Christos Stylianides,"Meeting with Ms Barbara Pesce-Monteiro, Director UN/UNDP Office in Brussels"
2015-01-23,1,Christos Stylianides,"Meeting with Ms Ismat Jahan, Ambassador of Bangladesh"
2015-01-23,1,Jonathan Hill,"Meets William WRIGHT, Managing Director of New Financial"
2015-01-23,1,Kristalina Georgieva,"Meets with Mr. Reinhard Silberberg, German Ambassador to the EU"
2015-01-23,1,Jonathan Hill,"Meets Xavier ROLET, CEO of the London Stock Exchange"
2015-01-23,1,Neven Mimica,Mission to Slovenia - Official launch of EYD 2015 in Slovenia
2015-01-23,1,Jean-Claude Juncker,"receives Hungarian Prime Minister, Mr Viktor Orbán"
2015-01-23,1,Margrethe Vestager,"Seperate meetings in Denmark: Mr Morten Ostergaard, Minister for Economy and Interior; Ms Pia Dyhr Olsen, Chairman of the Danish Socialist Peoples' Party; Ms Chairman of the The Red-Green Alliance Johanne Schmidt Nielsen and Stine Brix MP"
2015-01-23,1,Andrus Ansip,"Tartu, Estonia: meets the Board of Tartu University Hospital on e-Health"
2015-01-23,1,Cecilia Malmström,"World Economic Forum annual meeting 2015 in DAVOS: Meetings with the Trans-Atlantic Business Dialogue; Mr Michael Froman, US Trade Representative; Mr Alexey Valentinovich Ulyukaev, Minister for Economic Development"
2015-01-24,1,Marianne Thyssen,"Presence at official launch of Mons ""European Capital of Culture for 2015"""
2015-01-24,1,Cecilia Malmström,World Economic Forum Annual Meeting 2015 in DAVOS: Meeting with Mr Pavlo Klimkin Ukrainian Minister of Foreign Affairs
2015-01-24,1,Cecilia Malmström,"World Economic Forum annual meeting 2015 in DAVOS: WTO Informal Ministerial meeting; Meeting with Mr Ed Fast, Canadian Minister for International Trade; Mr Yoichi Miyazawa, Japanese Minister of Economy, Trade and Industry"
2015-01-26,1,Johannes Hahn,11:45 Mr Johannes Hahn receives Vice-President of SOCAR Mr Elshad Nassirov
2015-01-26,1,Frans Timmermans,"attendance at the 'Let My People Live' Forum, in Prague"
2015-01-26,1,Federica Mogherini,"Attends the hearings in the EP Committee CONT as part of the discharge procedure of the EEAS budget in 2013, Brussels"
2015-01-26,1,Carlos Moedas,"Commissioner  Moedas receives Mr Paulo Lemos, Portuguese Secretary of State for Environment"
2015-01-26,1,Carlos Moedas,"Commissioner Moedas delivers a keynote speech at the Neth-ER conference 'European Challenges, Dutch Contributions'"
2015-01-26,1,Carlos Moedas,"Commissioner Moedas meets with Mr Jet Bussemaker, Dutch Minister of Education, Culture and Science, Brussels"
2015-01-26,1,Carlos Moedas,Commissioner Moedas receives Professor Fausto Pinto and Professor Frans Van de Werf from the European Society of Cardiology
2015-01-26,1,Corina Creţu,"Corina Creţu meets with Henri Malosse, President of the European Economic and Social Committee"
2015-01-26,1,Günther Oettinger,Dinner with German Chancelor Angela Merkel and Former EU Commission President Jose Barroso
2015-01-26,1,Tibor Navracsics,"International Neth-ER conference 'European Challenges, Dutch Contributions'"
2015-01-26,1,Maroš Šefčovič,Maroš Šefčovič presents the state of play in discussions on the creation of a European Energy Union at the Extraordinary ITRE Committee meeting in the European Parliament; Brussels.
2015-01-26,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr Martin Winterkorn, CEO of Volkswagen AG; Brussels."
2015-01-26,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Elshad Nassirov, Vice-President of the State Oil Company of Azerbaijan Republic (SOCAR); Brussels."
2015-01-26,1,Maroš Šefčovič,"Maroš Šefčovič receives Ms Danielle Auroi, Chair of the European affairs committee of the French National Assembly; Brussels."
2015-01-26,1,Maroš Šefčovič,Maroš Šefčovič receives representatives of the European Network of Transmission System Operators for Electricity ENTSO-E; Brussels.
2015-01-26,1,Marianne Thyssen,"Meeting in Berlin with Ms Andrea Nahles, German Federal Minister of Labour and Social Affairs"
2015-01-26,1,Tibor Navracsics,Meeting with DG EAC staff
2015-01-26,1,Frans Timmermans,"meeting with Mr Andrej Babiš, Deputy Prime Minister and Minister of Finance of the Czech Republic, in Prague"
2015-01-26,1,Frans Timmermans,"meeting with Mr Bohuslav Sobotka, Prime Minister of the Czech Republic, in Prague"
2015-01-26,1,Frans Timmermans,"meeting with Mr Jan  Hamáček, Speaker of the Chamber of Deputies of the Czech Republic, in Prague"
2015-01-26,1,Frans Timmermans,"meeting with Mr Lubomir Zaorálek, Minister of Foreign Affairs of the Czech Republic, in Prague"
2015-01-26,1,Vytenis Andriukaitis,"Meeting with the Dutch Minister of Agriculture, Ms Sharon Dijksma"
2015-01-26,1,Vytenis Andriukaitis,"Meeting with the Finnish Minister of Agriculture and Forestry, Mr Petteri Orpo"
2015-01-26,1,Vytenis Andriukaitis,"Meeting with the Hungarian Minister of Agriculture, Mr Sándor Fazekas"
2015-01-26,1,Kristalina Georgieva,Meeting with the Managing Director Mr Klaus Regling & Secretary General Mr Kalin Anev Janse of the European Stability Mechanism
2015-01-26,1,Vytenis Andriukaitis,Meeting with the Romanian Minister of Agriculture and Rural Development
2015-01-26,1,Cecilia Malmström,"Meeting with Tim GROSER, Minister for Trade of New Zealand"
2015-01-26,1,Tibor Navracsics,Meeting with Zbigniew Rau and Marek Tracz-Tryniecki from Alexis de Tocqueville Centre for Political and Legal Thought
2015-01-26,1,Neven Mimica,Mission to Berlin - GAVI Conference
2015-01-26,1,Christos Stylianides,Mission to Ukraine
2015-01-26,1,Neven Mimica,Mission to Vienna
2015-01-26,1,Marianne Thyssen,"Press conference in Berlin on ESF launch in Germany with Ms Andrea Nahles, German Federal Minister of Labour and Social Affairs"
2015-01-26,1,Kristalina Georgieva,Receives Bulgarian Minister of Agriculture Ms Dessislava Taneva
2015-01-26,1,Jonathan Hill,"Receives Henri MALOSSE, President of the European Economic and Social Committee"
2015-01-26,1,Jonathan Hill,"Receives Jack LEW, US Secretary of the Treasury"
2015-01-26,1,Jonathan Hill,"Receives Martin SCHECK, CEO, International Capital Market Association"
2015-01-26,1,Jonathan Hill,"Receives Masamichi KONO, Chairman, International Financial Reporting Standards Foundation Monitoring Board"
2015-01-26,1,Federica Mogherini,"Receives Mr. Jens Stoltenberg, NATO Secretary General, EEAS, Brussels"
2015-01-26,1,Jonathan Hill,"Receives Per BOLUND, Swedish Minister for Financial Markets and Consumer Affairs, Deputy Minister for Finance"
2015-01-26,1,Kristalina Georgieva,"Receives receives Ms Mamta Murthi, World Bank Country Director for Central Europe and the Baltic Countries, Europe and Central Asia"
2015-01-26,1,Margrethe Vestager,"Receiving Mr Mario Draghi, President of ECB"
2015-01-26,1,Margrethe Vestager,Receiving representatives of the European Chamber of Commerce in China
2015-01-26,1,Margrethe Vestager,"Receiving the Danish Minister for Economy and Interior, Mr Morten Østergaard"
2015-01-26,1,Marianne Thyssen,Speech at Konrad Adenauer Stiftung Berlin
2015-01-26,1,Marianne Thyssen,Visit to an ESF project in Berlin
2015-01-26,1,Karmenu Vella,Plenary Session of the Council
2015-01-26,1,Karmenu Vella,Press conference
2015-01-26,1,Karmenu Vella,"Commissioner Vella receives the Agriculture Minister of Hungary, Mr. Sándor FAZEKAS"
2015-01-26,1,Karmenu Vella,"Meeting Mrs Monique Goyes, Director General of BEUC, European Consumer Orgnanisation"
2015-01-27,1,Frans Timmermans,"attend at the 'Let My People Live' Forum, in Prague"
2015-01-27,1,Frans Timmermans,attendance at the Terezín Commemoration Ceremony
2015-01-27,1,Carlos Moedas,"Commissioner Moedas receives Dr. Markus Tacke, CEO of Siemens Wind Power and Mr Thomas Becker Chief Executive Officer of the European Wind Energy Association (EWEA)"
2015-01-27,1,Carlos Moedas,"Commissioner Moedas receives HE Mr Gomez Camacho, Head of Mission of Mexico to the European Union and Ambassador of Mexico to Belgium and Luxembourg"
2015-01-27,1,Carlos Moedas,"Commissioner Moedas receives Mr Henri Malosse, President of the European Economic and Social Committee"
2015-01-27,1,Carlos Moedas,"Commissioner Moedas receives Professor António Silva, Vice-Rector of the University of Trás-os-Montes and Alto Douro"
2015-01-27,1,Corina Creţu,Corina Creţu meets with Romanian Minister for European Funds Eugen Teodorovici
2015-01-27,1,Günther Oettinger,EP Committee on Culture & Education
2015-01-27,1,Cecilia Malmström,Göteborgs Stad Conference in Brussels - “Local and regional support to Fair Trade: links with the EU trade agenda”
2015-01-27,1,Maroš Šefčovič,Maroš Šefčovič exchange views on the European Energy Union with the ENVI Committee in the European Parliament; Brussels.
2015-01-27,1,Maroš Šefčovič,Maroš Šefčovič opens the 7th European Conference on EU Space Policy; Brussels.
2015-01-27,1,Maroš Šefčovič,"Maroš Šefčovič receives  Mr. Emiliano García Page, member of the PSOE Federal Executive Committee, mayor of Toledo and Secretary-General of PSOE in Castilla-La Mancha; Brussels."
2015-01-27,1,Tibor Navracsics,"Meeting with Joanna Nyman, President of the European Youth Forum"
2015-01-27,1,Vytenis Andriukaitis,"Meeting with Minister of Agriculture of the Czech Republic, Mr Marian Jurečka"
2015-01-27,1,Violeta Bulc,"Meeting with Mr Alexander Dobrindt, German Federal Minister of Transport and Digital Infrastructure, Berlin"
2015-01-27,1,Tibor Navracsics,"Meeting with Ms Annika Rembe, European Union National Institutes for Culture"
2015-01-27,1,Cecilia Malmström,Meeting with the Delegation of the Spanish Congress
2015-01-27,1,Frans Timmermans,"meeting with the EU Committee of the Senate and the EU Committee of the Chamber of Deputies of the Czech Republic, in Prague"
2015-01-27,1,Vytenis Andriukaitis,"Meeting with the former Yugoslav Republic of Macedonia Minister of Health, Mr. Nikola Todorov"
2015-01-27,1,Federica Mogherini,"Meets Mr Bruno Eduardo Rodríguez Parrilla,  Minister of Foreign Affairs of Cuba, San José, Costa Rica"
2015-01-27,1,Federica Mogherini,"Meets Mr Luis Guillermo Solís, President of Costa Rica, San José, Costa Rica"
2015-01-27,1,Federica Mogherini,"Meets Mr Ricardo Armando Patiño Aroca, Minister of Foreign Affairs, Foreign Trade and Integration of Ecuador, San José, Costa Rica"
2015-01-27,1,Kristalina Georgieva,Meets with the European Ombudsman Ms Emily O'Reilly
2015-01-27,1,Johannes Hahn,"Mr Johannes Hahn receives Mr David Lidington, UK Minister of State at the Foreign Office"
2015-01-27,1,Cecilia Malmström,Opening speech: Business Europe and the EU-China Business Assocation
2015-01-27,1,Andrus Ansip,"Paris: meets Emmanuel Macron, France's Minister of Economy, Industry and Digital Affairs; Fleur Pellerin, Minister of Culture and Communication; Axelle Lemaire, State Secretary for Digital Affairs"
2015-01-27,1,Andrus Ansip,"Paris: Meets Jean-Manuel Rozan, President of Qwant; Eric Léandri, Director-General of Qwant"
2015-01-27,1,Federica Mogherini,"Participates in the Summit of  CELAC - Community of Latin American and Caribbean States, San José, Costa Rica"
2015-01-27,1,Marianne Thyssen,Presence at New Years reception UNIZO
2015-01-27,1,Jonathan Hill,"Receives David MILIBAND, Former UK Foreign Secretary and President and CEO of the International Rescue Committee"
2015-01-27,1,Jonathan Hill,"Receives James CHARRINGTON, Chairman Europe, Middle East and Africa, BlackRock"
2015-01-27,1,Jonathan Hill,"Receives Martin BLESSING, Chairman of the Board of Managing Directors of Commerzbank AG"
2015-01-27,1,Kristalina Georgieva,"Receives Mr Akihiko Tanaka, President of the Japan International Cooperation Agency"
2015-01-27,1,Kristalina Georgieva,"Receives Mr David Milliband, President and CEO of International Rescue Committee"
2015-01-27,1,Jean-Claude Juncker,"receives Prime Minister of Malta, Mr Joseph Muscat"
2015-01-27,1,Jonathan Hill,"Receives Simon LEWIS, CEO, Association for Financial Markets in Europe (AFME)"
2015-01-27,1,Margrethe Vestager,"Receiving Mr Rokas Masiulis, Lithuanian Energy Minister"
2015-01-27,1,Günther Oettinger,Speech at Orange Innovation Event
2015-01-27,1,Corina Creţu,"The Commissioner meets Romanian MEP Cristian-Silviu Bușoi and Nicolae Robu, Mayor of Timisoara. Presidents of Romanian universities and Presidents of local Councils will also participate to the meeting."
2015-01-27,1,Karmenu Vella,"meeting with Markus Tacke, CEO Siemens Wind Power and Thomas Becker, CEO European Wind Energy Association (EWEA)"
2015-01-27,1,Karmenu Vella,Meeting with Maltese Prime Minister &  Deputy Prime Minister
2015-01-28,1,Jean-Claude Juncker,attends the European Parliament New Year’s Reception hosted by President Martin Schulz
2015-01-28,1,Kristalina Georgieva,Attends the European Parliament New Year’s Reception hosted by President Martin Schulz
2015-01-28,1,Vytenis Andriukaitis,College meeting
2015-01-28,1,Carlos Moedas,"Commissioner Moedas receives Mr Phillip Campbell, Editor-in-Chief of Nature Magazine"
2015-01-28,1,Carlos Moedas,Commissioner Moedas takes part in the College meeting
2015-01-28,1,Corina Creţu,"Corina Creţu meets Constantin Chiriac, Director of the Radu Stanca National Theatre of Sibiu and Jean-Louis Colinet, Directeur du Théâtre national de la Communauté française"
2015-01-28,1,Corina Creţu,Corina Creţu participates to the college meeting in Brussels
2015-01-28,1,Marianne Thyssen,European Commission college meeting
2015-01-28,1,Miguel Arias Cañete,"Gives a keynote speech at the European Parliament Plenary Session on ""Roadmap towards a new international climate agreement in Paris"""
2015-01-28,1,Andrus Ansip,Gives speech at launch event for the Intergroup on the Digital Agenda for Europe (European Parliament)
2015-01-28,1,Kristalina Georgieva,"Inaugurates the ""10 year of Berlaymont"" photo exhibition"
2015-01-28,3,Christos Stylianides,Joint mission to Jordan and Lebanon with Commissioner Johannes Hahn
2015-01-28,1,Maroš Šefčovič,Maroš Šefčovič as keynote speaker at the ALDE workshop on 'The EU Energy Security Strategy' in the European Parliament; Brussels.
2015-01-28,1,Maroš Šefčovič,"Maroš Šefčovič receives Mr. Francesco Starace, CEO of ENEL; Brussels."
2015-01-28,1,Maroš Šefčovič,"Maroš Šefčovič receives Ms Anne Hidalgo, Mayor of Paris; Brussels."
2015-01-28,1,Maroš Šefčovič,"Maroš Šefčovič receives representatives of EUROCOAL, the umbrella organisation of the European coal industry; Brussels."
2015-01-28,1,Jean-Claude Juncker,Meeting of the College of Commissioners
2015-01-28,1,Kristalina Georgieva,Meeting of the College of Commissioners
2015-01-28,1,Miguel Arias Cañete,"Meeting with Francesco Starace, CEO of ENEL"
2015-01-28,1,Violeta Bulc,"Meeting with Janez Kopač, Director of the Energy Community Secretariat"
2015-01-28,1,Neven Mimica,"Meeting with Mr Akihiko Tanaka, President of Japan International Cooperation Agency (JICA) Friends of Europe"
2015-01-28,1,Frans Timmermans,"meeting with Mr Félix Braz, Minister of Justice of Luxembourg and Mr Dan Kersch, Minister of the Interior of Luxembourg"
2015-01-28,1,Neven Mimica,"Meeting with Mr Mangala Samaraweera, Minister of Foreign affairs of Sri Lanka"
2015-01-28,1,Marianne Thyssen,Meeting with the Confederation of German Trade Unions
2015-01-28,1,Marianne Thyssen,Meeting with the Confederation of the German Employers' Associations
2015-01-28,1,Kristalina Georgieva,Meeting with the European Conservatives and Reformists Group at the European Parliament
2015-01-28,1,Federica Mogherini,"Meets José Antonio Meade Kuribreña, Mexican Secretary of Foreign Affairs, San José, Costa Rica"
2015-01-28,1,Federica Mogherini,"Meets President José Mujica and Foreign Minister Luis Almagro of Uruguay, San José, costa Rica"
2015-01-28,1,Federica Mogherini,"Meets President Michelle Bachelet and Foreign Minister Heraldo Muñoz of Chile, San José, Costa Rica"
2015-01-28,1,Federica Mogherini,"Meets President Ollanta Humala and Foreign Minister Gonzalo Gutierrez of Peru, San José, Costa Rica"
2015-01-28,1,Federica Mogherini,"Meets President Otto Pérez Molina and Foreign Minister Carlos Morales of Guatemala, San José, Costa Rica"
2015-01-28,1,Johannes Hahn,Mr Johannes Hahn participates in the College meeting of the European Commission
2015-01-28,1,Federica Mogherini,"Participates in the bilateral meeting EU - SEGIB (Segretaria General Ibero Americana), San José, Costa Rica"
2015-01-28,1,Jean-Claude Juncker,"receives European Ombudsman, Ms Emily O'Reilly"
2015-01-28,1,Jonathan Hill,"Receives Lord GREEN, Chairman of TheCityUK’s Advisory Council"
